1.0	-0.6566	0.3406	-0.6476
1.0	-0.6446	0.3244	-0.6488
1.0	-0.6398	0.3218	-0.6528
1.0	-0.662	0.3226	-0.632
1.0	-0.6662	0.3328	-0.6286
